Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory,,
4118,0,,,,0,,
4119,0,,,,0,,
4120,1,11,12,5,0,,
4121,0,,,,0,,
4122,1,12,12,5,0,,
4123,1,12,11,5,1,,
4124,0,,,,1,,
4125,0,,,,0,,
4126,0,,,,-1,,
4127,0,,,,0,,
4128,0,,,,1,,
4129,0,,,,0,,
4130,0,,,,0,,
4131,0,,,,1,,
4132,1,11,12,7,-1,,
4133,0,,,,1,,
4134,0,,,,1,,
4135,0,,,,1,,
4136,0,,,,0,,
4137,0,,,,1,,
4138,1,12,12,5,-1,,
4139,0,,,,0,,
4140,1,8,11,3,0,,
4141,0,,,,1,,
4142,0,,,,1,,
4143,0,,,,1,,
4144,0,,,,1,,
4145,0,,,,1,,
4146,0,,,,1,,
4147,0,,,,0,,
4148,0,,,,1,,
4149,0,,,,-1,,
4150,0,,,,1,,
4151,1,4,9,8,0,,
4152,1,11,12,5,-1,,
4153,1,11,12,5,1,,
4154,0,,,,1,,
4155,1,9,12,8,-1,,
4156,0,,,,1,,
4157,0,,,,-1,,
4158,0,,,,1,,
4159,0,,,,1,,
4160,1,12,12,6,-1,,
4161,0,,,,1,,
4162,1,12,12,3,0,,
4163,0,,,,0,,
4164,0,,,,1,,
4165,0,,,,1,,
4166,0,,,,1,,
4167,0,,,,1,,
4168,0,,,,-1,,
4169,0,,,,1,,
4170,0,,,,0,,
4171,0,,,,1,,
4172,1,7,11,8,-1,,
4173,0,,,,0,,
4174,1,12,12,3,0,,
4175,1,11,11,5,-1,,
4176,0,,,,1,,
4177,1,12,12,5,-1,,
4178,0,,,7,0,,
4179,0,,,,1,,
4180,0,,,,0,,
4181,0,,,,0,,
4182,0,,,,0,,
4183,0,,,,1,,
4184,1,7,11,5,1,,
4185,0,,,5,-1,,
4186,1,12,11,5,-1,,
4187,1,7,11,8,-1,,
4188,0,,,,0,,
4189,0,,,,1,,
4190,1,12,12,6,1,,
4191,0,,,,1,,
4192,0,,,,1,,
4193,0,,,,1,,
4194,1,4,10,8,-1,,
4195,0,,,8,-1,,
4196,1,12,12,5,-1,,
4197,1,12,12,5,-1,,
4198,0,,,,1,,
4199,0,,,,1,,
4200,1,5,11,5,1,,
4201,0,,,,1,,
4202,1,12,12,5,-1,,
4203,0,,,,1,,
4204,0,,,,-1,,
4205,0,,,,1,,
4206,0,,,,1,,
4207,1,12,6,5,1,,
4208,1,11,6,5,0,,
4209,0,,,,1,,
4210,0,,,,1,,
4211,0,,,,1,,
4212,1,9,12,8,-1,,
4213,1,12,7,5,0,,
4214,0,,,,0,,
4215,0,,,,0,,
4216,0,,,,1,,
4217,0,,,,1,,
4218,1,12,12,8,0,,
4219,1,9,12,8,-1,,
4220,0,,,,0,,
4221,0,,,,1,,
4222,0,,,,1,,
4223,0,,,,1,,
4224,0,,,,0,,
4225,1,2,12,5,1,,
4226,1,11,11,5,-1,,
4227,0,,,,1,,
4228,1,12,12,5,-1,,
4229,0,,,,1,,
4230,1,12,11,5,1,,
4231,0,,,,0,,
4232,1,12,11,5,-1,,
4233,0,,,,0,,
4234,0,,,,-1,,
4235,0,,,,0,,
4236,0,,,,1,,
4237,1,11,12,8,0,,
4238,0,,,,1,,
4239,1,2,2,5,1,,
4240,0,,,,-1,,
4241,1,5,12,8,0,,
4242,1,12,12,5,-1,,
4243,0,,,,1,,
4244,1,11,9,8,-1,,
4245,1,12,12,5,1,,
4246,0,,,,1,,
4247,0,,,,1,,
4248,0,,,,1,,
4249,0,,,,0,,
4250,0,,,,1,,
4251,1,11,12,5,1,,
4252,0,,,,0,,
4253,0,,,,-1,,
4254,0,,,,1,,
4255,1,11,12,8,0,,
4256,1,12,12,5,-1,,
4257,0,,,,-1,,
4258,0,,,,0,,
4259,0,,,,-1,,
4260,0,,,,0,,
4261,1,10,12,5,1,,
4262,0,,,,-1,,
4263,0,,,,-1,,
4264,1,4,3,8,-1,,
4265,0,,,,1,,
4266,1,12,11,5,1,,
4267,1,2,12,5,0,,
4268,0,,,,1,,
4269,1,11,11,5,-1,,
4270,0,,,,1,,
4271,1,5,7,7,0,,
4272,1,12,7,5,1,,
4273,0,,,,1,,
4274,0,,,,1,,
4275,0,,,,1,,
4276,1,3,12,5,-1,,
4277,1,5,11,8,-1,,
4278,0,,,,-1,,
4279,0,,,,1,,
4280,0,,,,0,,
4281,0,,,,0,,
4282,0,,,,1,,
4283,0,,,,1,,
4284,1,12,6,5,1,,
4285,0,,,,-1,,
4286,0,,,,0,,
4287,1,3,3,5,0,,
4288,1,4,8,5,-1,,
4289,1,12,12,5,-1,,
4290,0,,,,0,,
4291,1,5,12,8,-1,,
4292,0,,,,1,,
4293,1,12,6,7,1,,
4294,0,,,,1,,
4295,0,,,,1,,
4296,0,,,,1,,
4297,1,11,10,5,1,,
4298,1,5,12,8,-1,,
4299,1,11,12,8,1,,
4300,0,,,,0,,
4301,0,,,,1,,
4302,0,,,,0,,
4303,0,,,,0,,
4304,0,,,,1,,
4305,0,,,,0,,
4306,0,,,,0,,
4307,1,5,11,5,-1,,
4308,0,,,,1,,
4309,1,12,12,5,0,,
4310,0,,,5,1,,
4311,0,,,,0,,
4312,1,11,12,5,-1,,
4313,0,,,,1,,
4314,1,12,8,8,0,,
4315,1,9,8,5,-1,,
4316,0,,,,1,,
4317,0,,,,-1,,
4318,0,,,,1,,
4319,1,10,12,3,-1,,
4320,0,,,,-1,,
4321,0,,,,1,,
4322,1,9,12,8,0,,
4323,0,,,,1,,
4324,1,4,11,7,1,,
4325,1,12,12,5,1,,
4326,1,12,10,5,1,,
4327,0,,,,1,,
4328,0,,,,0,,
4329,1,12,6,5,1,,
4330,0,,,,-1,,
4331,1,4,2,7,-1,,
4332,0,,,,0,,
4333,1,4,12,8,1,,
4334,0,,,,1,,
4335,1,7,5,5,1,,
4336,1,11,10,5,1,,
4337,0,,,,0,,
4338,1,1,12,8,-1,,
4339,1,1,12,3,-1,,
4340,1,9,12,8,0,,
4341,1,10,3,8,-1,,
4342,0,,,,0,,
4343,1,12,12,5,1,,
4344,0,,,,1,,
4345,0,,,,0,,
4346,0,,,,1,,
4347,0,,,,0,,
4348,1,9,9,8,-1,,
4349,1,9,12,8,-1,,
4350,1,12,6,5,1,,
4351,0,,,,1,,
4352,0,,,,0,,
4353,1,12,11,5,1,,
4354,1,10,11,8,1,,
4355,0,,,,1,,
4356,1,12,3,8,-1,,
4357,0,,,,0,,
4358,1,11,13,7,1,,
4359,0,,,,1,,
4360,0,,,,1,,
4361,1,12,12,5,0,,
4362,1,12,7,5,-1,,
4363,0,,,,1,,
4364,1,11,11,5,-1,,
4365,0,,,,0,,
4366,1,8,10,8,-1,,
4367,0,,,,1,,
4368,0,,,,1,,
4369,0,,,,-1,,
4370,1,12,11,8,-1,,
4371,0,,,,1,,
4372,1,2,4,5,-1,,
4373,0,,,,0,,
4374,1,10,10,3,-1,,
4375,1,2,11,5,1,,
4376,1,3,12,8,0,,
4377,1,12,2,5,1,,
4378,1,11,10,5,1,,
4379,0,,,,1,,
4380,0,,,,1,,
4381,0,,,,0,,
4382,0,,,,0,,
4383,1,12,2,8,1,,
4384,1,11,3,5,1,,
4385,0,,,,1,,
4386,0,,,,-1,,
4387,0,,,,0,,
4388,0,,,,1,,
4389,1,12,2,8,-1,,
4390,1,2,12,5,1,,
4391,0,,,,1,,
4392,1,5,12,8,-1,,
4393,1,5,11,3,0,,
4394,0,,,,1,,
4395,0,,,,1,,
4396,1,9,12,8,-1,,
4397,1,9,11,8,-1,,
4398,0,,,,1,,
4399,0,,,5,1,,
4400,0,,,,1,,
4401,0,,,,0,,
4402,1,1,12,8,-1,,
4403,1,7,12,5,-1,,
4404,1,4,12,8,0,,
4405,0,,,,1,,
4406,1,12,10,5,1,,
4407,0,,,,1,,
4408,1,12,12,5,-1,,
4409,0,,,,1,,
4410,1,12,12,5,-1,,
4411,1,9,9,6,0,,
4412,0,,,,1,,
4413,0,,,,0,,
4414,1,11,7,5,1,,
4415,1,12,5,5,1,,
4416,0,,,,1,,
4417,0,,,,1,,
4418,0,,,,0,,
4419,1,2,3,5,1,,
4420,0,,,,0,,
4421,1,12,11,5,1,,
4422,1,11,8,5,-1,,
4423,1,12,11,5,1,,
4424,0,,,,1,,
4425,0,,,,0,,
4426,0,,,,0,,
4427,0,,,,0,,
4428,1,12,12,3,0,,
4429,1,11,12,8,-1,,
4430,0,,,,1,,
4431,0,,,,-1,,
4432,1,11,8,5,-1,,
4433,0,,,,1,,
4434,1,7,12,5,-1,,
4435,0,,,,1,,
4436,0,,,,1,,
4437,1,9,3,3,-1,,
4438,0,,,,0,,
4439,1,12,7,3,-1,,
4440,1,12,12,5,0,,
4441,0,,,,0,,
4442,1,11,10,5,1,,
4443,0,,,,0,,
4444,1,4,12,5,-1,,
4445,1,11,11,5,1,,
4446,0,,,8,0,,
4447,1,11,12,8,1,,
4448,0,,,8,0,,
4449,1,11,3,8,-1,,
4450,1,12,12,5,0,,
4451,0,,,,0,,
4452,0,,,,1,,
4453,1,12,12,3,-1,,
4454,0,,,,0,,
4455,0,,,,0,,
4456,0,,,,1,,
4457,0,,,,0,,
4458,1,11,12,5,-1,,
4459,1,12,10,5,1,,
4460,0,,,,0,,
4461,1,11,7,6,1,,
4462,0,,,,0,,
4463,1,9,3,8,-1,,
4464,0,,,8,0,,
4465,1,4,11,5,1,,
4466,1,12,12,5,-1,,
4467,1,9,12,8,0,,
4468,0,,,,0,,
4469,0,,,,1,,
4470,0,,,,1,,
4471,0,,,,1,,
4472,0,,,,1,,
4473,1,10,3,8,-1,,
4474,1,9,3,8,1,,
4475,0,,,,1,,
4476,1,11,11,5,-1,,
4477,0,,,,0,,
4478,0,,,,1,,
4479,0,,,,0,,
4480,1,12,11,5,1,,
4481,1,6,12,7,1,,
4482,1,3,9,8,1,,
4483,1,1,12,8,0,,
4484,1,5,12,8,-1,,
4485,0,,,,-1,,
4486,0,,,,0,,
4487,1,10,3,8,-1,,
4488,1,2,7,3,-1,,
4489,1,12,12,5,-1,,
4490,0,,,,1,,
4491,0,,,,0,,
4492,1,12,6,5,1,,
4493,0,,,7,1,,
4494,1,3,11,5,1,,
4495,0,,,,0,,
4496,1,10,10,8,1,,
4497,1,9,12,8,-1,,
4498,1,7,11,5,0,,
4499,0,,,,-1,,
4500,1,4,12,7,1,,
4501,0,,,,0,,
4502,0,,,,1,,
4503,0,,,7,0,,
4504,1,12,11,8,1,,
4505,1,9,12,8,1,,
4506,0,,,,1,,
4507,1,12,12,5,0,,
4508,1,12,12,8,1,,
4509,1,9,10,8,-1,,
4510,0,,,,1,,
4511,0,,,,0,,
4512,0,,,,1,,
4513,1,13,12,8,0,,
4514,1,9,12,3,1,,
4515,0,,,,1,,
4516,0,,,,1,,
4517,1,3,12,3,-1,,
4518,0,,,7,1,,
4519,0,,,,0,,
4520,1,9,12,8,-1,,
4521,0,,,,1,,
4522,1,12,12,8,-1,,
4523,0,,,,1,,
4524,0,,,,1,,
4525,1,12,11,5,1,,
4526,1,11,12,3,0,,
4527,1,12,10,5,-1,,
4528,0,,,,0,,
4529,0,,,,1,,
4530,1,11,3,8,-1,,
4531,1,3,12,8,-1,,
4532,0,,,,1,,
4533,0,,,,0,,
4534,1,7,11,5,1,,
4535,0,,,8,-1,,
4536,0,,,8,-1,,
4537,0,,,,0,,
4538,0,,,,1,,
4539,1,12,12,2,-1,,
4540,1,10,7,7,-1,,
4541,1,8,10,8,-1,,
4542,0,,,6,-1,,
4543,0,,,,0,,
4544,1,10,11,5,1,,
4545,0,,,,1,,
4546,0,,,,1,,
4547,1,12,12,6,-1,,
4548,1,2,12,5,-1,,
4549,1,11,12,7,1,,
4550,0,,,,1,,
4551,1,9,12,8,0,,
4552,1,12,12,5,-1,,
4553,1,11,12,5,1,,
4554,1,9,2,6,-1,,
4555,1,8,2,7,1,,
4556,0,,,,0,,
4557,0,,,,1,,
4558,0,,,,1,,
4559,0,,,8,1,,
4560,1,9,2,2,1,,
4561,1,12,12,5,1,,
4562,0,,,,1,,
4563,0,,,7,1,,
4564,0,,,,1,,
4565,0,,,,1,,
4566,1,11,11,3,0,,
4567,0,,,2,1,,
4568,0,,,,1,,
4569,0,,,,1,,
4570,1,9,12,8,-1,,
4571,1,9,12,3,0,,
4572,0,,,2,1,,
4573,1,9,12,8,0,,
4574,0,,,,1,,
4575,1,7,11,7,-1,,
4576,1,12,11,5,0,,
4577,1,9,4,5,-1,,
4578,1,4,12,4,0,,
4579,0,,,,1,,
4580,0,,,7,0,,
4581,1,12,12,3,-1,,
4582,1,12,12,8,1,,
4583,1,2,3,5,1,,
4584,1,9,12,8,-1,,
4585,1,2,12,7,-1,,
4586,0,,,,1,,
4587,0,,,,0,,
4588,1,9,12,3,-1,,
4589,1,9,10,3,-1,,
4590,0,,,,1,,
4591,1,10,11,5,1,,
4592,0,,,,1,,
4593,1,9,11,8,-1,,
4594,1,12,12,5,-1,,
4595,1,9,12,8,-1,,
4596,0,,,,0,,
4597,0,,,,0,,
4598,0,,,,-1,,
4599,1,11,11,5,-1,,
4600,1,3,12,5,1,,
4601,0,,,,0,,
4602,0,,,,-1,,
4603,0,,,,0,,
4604,0,,,,1,,
4605,1,3,12,5,0,,
4606,0,,,,0,,
4607,0,,,,1,,
4608,1,7,9,5,-1,,
4609,0,,,,1,,
4610,1,2,12,8,1,,
4611,0,,,,1,,
4612,1,12,11,5,1,,
4613,0,,,,1,,
4614,0,,,,1,,
4615,0,,,8,0,,
4616,1,12,2,5,1,,
4617,0,,,,0,,
4618,1,3,11,3,1,,
4619,0,,,3,0,,
4620,0,,,,0,,
4621,0,,,,1,,
4622,0,,,,0,,
4623,0,,,,1,,
4624,1,11,12,5,1,,
4625,0,,,,-1,,
4626,0,,,,1,,
4627,1,12,12,5,-1,,
4628,0,,,,1,,
4629,0,,,,1,,
4630,0,,,7,-1,,
4631,1,9,12,8,1,,
4632,0,,,,1,,
4633,0,,,,1,,
4634,1,7,12,7,-1,,
4635,0,,,,-1,,
4636,1,9,11,8,-1,,
4637,1,8,11,1,1,,
4638,1,11,4,5,1,,
4639,1,10,3,8,-1,,
4640,1,12,12,5,-1,,
4641,0,,,,1,,
4642,0,,,,1,,
4643,0,,,5,0,,
4644,1,13,4,8,1,,
4645,1,3,12,8,-1,,
4646,0,,,2,1,,
4647,0,,,,0,,
4648,0,,,,0,,
4649,1,3,7,3,0,,
4650,0,,,,1,,
4651,0,,,,1,,
4652,0,,,,1,,
4653,1,4,12,5,1,,
4654,0,,,,1,,
4655,1,4,3,3,-1,,
4656,0,,,,0,,
4657,1,8,12,5,1,,
4658,1,9,3,8,-1,,
4659,1,10,3,8,-1,,
4660,1,9,12,3,-1,,
4661,0,,,5,-1,,
4662,0,,,,0,,
4663,0,,,,-1,,
4664,1,9,12,7,-1,,
4665,0,,,,1,,
4666,1,9,12,8,1,,
4667,1,4,3,3,1,,
4668,0,,,3,0,,
4669,0,,,,1,,
4670,0,,,,1,,
4671,0,,,7,0,,
4672,1,12,12,5,-1,,
4673,1,12,11,5,1,,
4674,0,,,,1,,
4675,0,,,,-1,,
4676,0,,,,1,,
4677,0,,,,0,,
4678,1,9,12,8,0,,
4679,1,12,3,8,-1,,
4680,0,,,,0,,
4681,1,5,12,6,-1,,
4682,1,12,12,5,-1,,
4683,1,12,10,5,-1,,
4684,0,,,,1,,
4685,0,,,,0,,
4686,0,,,,1,,
4687,0,,,,1,,
4688,1,12,10,5,1,,
4689,1,12,12,8,1,,
4690,1,7,12,5,-1,,
4691,1,9,9,8,1,,
4692,1,4,4,7,-1,,
4693,0,,,,0,,
4694,0,,,3,-1,,
4695,1,9,12,8,-1,,
4696,1,5,11,5,1,,
4697,1,10,3,8,-1,,
4698,1,4,12,6,-1,,
4699,0,,,,1,,
4700,1,5,12,5,-1,,
4701,1,12,12,5,-1,,
4702,0,,,,0,,
4703,0,,,8,-1,,
4704,0,,,,1,,
4705,1,12,10,5,0,,
4706,1,12,12,5,1,,
4707,0,,,7,0,,
4708,1,4,12,7,1,,
4709,0,,,,0,,
4710,1,10,10,3,-1,,
4711,0,,,,0,,
4712,1,12,12,7,1,,
4713,0,,,3,0,,
4714,0,,,,1,,
4715,1,9,12,3,-1,,
4716,0,,,5,1,,
4717,0,,,,1,,
4718,0,,,,-1,,
4719,0,,,,1,,
4720,1,9,12,3,-1,,
4721,1,12,12,5,-1,,
4722,1,9,9,3,-1,,
4723,1,5,7,8,-1,,
4724,0,,,,1,,
4725,0,,,,1,,
4726,1,10,3,8,-1,,
4727,0,,,7,1,,
4728,0,,,,1,,
4729,0,,,,1,,
4730,0,,,,1,,
4731,0,,,,0,,
4732,1,11,7,5,-1,,
4733,1,11,5,5,1,,
4734,1,9,12,8,-1,,
4735,1,4,10,8,1,,
4736,0,,,,-1,,
4737,1,10,4,8,-1,,
4738,0,,,,0,,
4739,0,,,,1,,
4740,0,,,,0,,
4741,0,,,,-1,,
4742,1,9,12,6,-1,,
4743,1,3,12,6,-1,,
4744,1,12,12,6,-1,,
4745,1,3,12,5,0,,
4746,0,,,,1,,
4747,1,8,11,8,-1,,
4748,1,11,3,8,-1,,
4749,0,,,,1,,
4750,0,,,,-1,,
4751,1,9,3,3,-1,,
4752,1,4,12,7,1,,
4753,1,7,1,8,1,,
4754,0,,,,1,,
4755,1,4,11,8,1,,
4756,0,,,,1,,
4757,1,11,4,7,-1,,
4758,0,,,,-1,,
4759,1,5,7,8,-1,,
4760,1,4,10,7,1,,
4761,1,9,13,7,-1,,
4762,0,,,,1,,
4763,1,11,12,5,1,,
4764,0,,,,1,,
4765,0,,,,-1,,
4766,1,10,3,8,-1,,
4767,0,,,,1,,
4768,1,12,3,8,-1,,
4769,0,,,,1,,
4770,0,,,,0,,
4771,1,11,10,5,-1,,
4772,0,,,,-1,,
4773,0,,,,1,,
4774,0,,,,1,,
4775,0,,,,-1,,
4776,1,9,12,7,1,,
4777,1,2,3,8,-1,,
4778,1,7,12,7,-1,,
4779,0,,,,1,,
4780,1,12,3,5,1,,
4781,1,9,12,8,1,,
4782,1,12,12,5,-1,,
4783,0,,,,1,,
4784,0,,,,1,,
4785,0,,,,1,,
4786,0,,,,1,,
4787,1,12,11,3,-1,,
4788,1,4,12,8,-1,,
4789,1,11,1,7,1,,
4790,0,,,,1,,
4791,1,12,4,5,-1,,
4792,0,,,,0,,
4793,0,,,,0,,
4794,1,12,2,5,1,,
4795,0,,,,1,,
4796,1,9,12,8,1,,
4797,1,12,7,3,-1,,
4798,0,,,,-1,,
4799,1,11,10,8,1,,
4800,1,6,2,5,1,,
4801,0,,,,1,,
4802,0,,,8,-1,,
4803,0,,,,1,,
4804,0,,,,-1,,
4805,1,11,5,3,1,,
4806,0,,,,1,,
4807,1,12,11,3,1,,
4808,0,,,,0,,
4809,0,,,,1,,
4810,0,,,,0,,
4811,0,,,,1,,
4812,1,10,3,8,-1,,
4813,1,10,11,6,-1,,
4814,0,,,,1,,
4815,1,4,12,8,1,,
4816,0,,,,-1,,
4817,1,9,12,3,-1,,
4818,0,,,,-1,,
4819,1,10,11,5,-1,,
4820,0,,,,0,,
4821,0,,,,-1,,
4822,1,10,12,5,-1,,
4823,0,,,,-1,,
4824,1,12,13,5,1,,
4825,1,12,11,5,1,,
4826,1,9,10,8,-1,,
4827,0,,,,0,,
4828,1,8,11,3,-1,,
4829,1,12,7,8,-1,,
4830,0,,,,1,,
4831,0,,,,-1,,
4832,0,,,,1,,
4833,1,12,11,6,-1,,
4834,1,12,10,5,-1,,
4835,0,,,,1,,
4836,0,,,,1,,
4837,1,12,5,8,0,,
4838,1,9,10,3,0,,
4839,0,,,,-1,,
4840,0,,,,1,,
4841,0,,,,0,,
4842,1,9,3,8,-1,,
4843,1,2,7,5,-1,,
4844,0,,,,1,,
4845,0,,,,1,,
4846,1,5,12,5,-1,,
4847,0,,,8,-1,,
4848,0,,,,1,,
4849,0,,,,1,,
4850,1,7,9,5,0,,
4851,1,9,3,7,1,,
4852,1,12,12,5,1,,
4853,0,,,,1,,
4854,1,12,11,5,-1,,
4855,1,11,11,7,-1,,
4856,0,,,,0,,
4857,1,12,3,8,-1,,
4858,0,,,,1,,
4859,0,,,,0,,
4860,0,,,5,-1,,
4861,0,,,,0,,
4862,0,,,,-1,,
4863,0,,,,-1,,
4864,0,,,,1,,
4865,0,,,,0,,
4866,0,,,,-1,,
4867,0,,,,0,,
4868,1,12,11,5,1,,
4869,0,,,,1,,
4870,0,,,,1,,
4871,1,10,12,6,-1,,
4872,0,,,,0,,
4873,1,12,6,5,0,,
4874,0,,,,-1,,
4875,1,5,12,8,-1,,
4876,1,10,12,7,-1,,
4877,0,,,,1,,
4878,0,,,,1,,
4879,0,,,,1,,
4880,0,,,,1,,
4881,0,,,,-1,,
4882,0,,,,1,,
4883,0,,,,1,,
4884,0,,,,0,,
4885,1,12,10,5,-1,,
4886,1,5,11,8,1,,
4887,0,,,,1,,
4888,1,11,4,8,1,,
4889,0,,,,1,,
4890,0,,,,0,,
4891,1,3,11,3,-1,,
4892,1,9,5,8,-1,,
4893,1,11,3,5,-1,,
4894,0,,,,1,,
4895,0,,,,-1,,
4896,1,9,12,8,0,,
4897,1,4,12,8,-1,,
4898,1,12,10,5,-1,,
4899,1,12,10,5,-1,,
4900,0,,,,1,,
4901,0,,,,1,,
4902,0,,,,1,,
4903,1,12,12,8,1,,
4904,0,,,,1,,
4905,0,,,,-1,,
4906,0,,,,1,,
4907,1,6,12,3,-1,,
4908,0,,,,1,,
4909,0,,,,-1,,
4910,0,,,,-1,,
4911,0,,,3,-1,,
4912,1,7,3,5,1,,
4913,0,,,7,1,,
4914,1,9,3,8,-1,,
4915,0,,,,1,,
4916,0,,,,1,,
4917,1,12,5,6,-1,,
4918,0,,,,-1,,
4919,1,9,10,3,-1,,
4920,1,11,5,8,1,,
4921,0,,,,-1,,
4922,1,7,12,5,1,,
4923,0,,,,-1,,
4924,0,,,,-1,,
4925,0,,,,1,,
4926,0,,,,0,,
4927,0,,,,0,,
4928,1,5,6,8,1,,
4929,0,,,,0,,
4930,1,10,10,3,-1,,
4931,1,12,12,7,-1,,
4932,0,,,3,-1,,
4933,0,,,,-1,,
4934,1,11,11,3,-1,,
4935,1,12,12,6,-1,,
4936,0,,,,0,,
4937,0,,,,-1,,
4938,0,,,,1,,
4939,1,7,12,3,-1,,
4940,0,,,,1,,
4941,0,,,,0,,
4942,1,12,12,8,-1,,
4943,0,,,,0,,
4944,0,,,,0,,
4945,1,11,6,6,-1,,
4946,0,,,,0,,
4947,0,,,,0,,
4948,1,2,12,5,-1,,
4949,0,,,,1,,
4950,0,,,,1,,
4951,1,12,13,7,-1,,
4952,0,,,,1,,
4953,0,,,6,-1,,
4954,1,12,6,5,1,,
4955,0,,,,1,,
4956,1,12,12,7,0,,
4957,1,11,11,5,-1,,
4958,1,12,6,5,1,,
4959,1,10,4,6,-1,,
4960,0,,,,-1,,
4961,0,,,,-1,,
4962,0,,,,-1,,
4963,1,10,13,7,1,,
4964,0,,,,0,,
4965,1,12,12,7,-1,,
4966,1,9,12,8,-1,,
4967,1,7,10,8,-1,,
4968,0,,,,1,,
4969,1,9,10,7,1,,
4970,1,12,6,5,1,,
4971,1,12,12,5,-1,,
4972,0,,,,1,,
4973,0,,,,1,,
4974,1,6,12,5,1,,
4975,1,12,3,5,-1,,
4976,0,,,,1,,
4977,0,,,,-1,,
4978,1,12,12,5,1,,
4979,0,,,,0,,
4980,0,,,,0,,
4981,0,,,,-1,,
4982,1,12,5,7,1,,
4983,0,,,7,-1,,
4984,1,6,12,7,1,,
4985,0,,,6,-1,,
4986,0,,,3,-1,,
4987,0,,,,0,,
4988,1,4,10,7,0,,
4989,0,,,,1,,
4990,1,10,5,5,1,,
4991,0,,,,1,,
4992,1,9,12,8,-1,,
4993,0,,,,0,,
4994,0,,,,0,,
4995,0,,,,1,,
4996,0,,,,1,,
4997,1,11,6,8,1,,
4998,1,12,12,7,-1,,
4999,0,,,,-1,,
5000,0,,,,0,,
5001,0,,,,1,,
5002,1,12,11,5,1,,
5003,0,,,,1,,
5004,1,12,11,5,1,,
5005,1,12,10,8,-1,,
5006,1,12,6,5,1,,
5007,0,,,,1,,
5008,0,,,,1,,
5009,0,,,,1,,
5010,1,9,11,8,-1,,
5011,0,,,,1,,
5012,0,,,,1,,
5013,0,,,6,-1,,
5014,1,12,12,3,-1,,
5015,0,,,,1,,
5016,1,12,12,7,1,,
5017,0,,,,1,,
5018,0,,,,1,,
5019,1,12,9,5,1,,
5020,1,12,4,5,1,,
5021,0,,,,1,,
5022,0,,,,0,,
5023,0,,,,1,,
5024,1,5,12,8,-1,,
5025,1,12,6,5,1,,
5026,0,,,,1,,
5027,0,,,,1,,
5028,0,,,,-1,,
5029,0,,,,0,,
5030,1,12,10,5,-1,,
5031,0,,,,-1,,
5032,1,12,12,8,1,,
5033,1,5,7,7,1,,
5034,1,9,12,8,-1,,
5035,0,,,,-1,,
5036,0,,,,0,,
5037,0,,,,1,,
5038,1,11,13,5,1,,
5039,1,11,3,5,1,,
5040,1,9,2,8,1,,
5041,1,12,12,8,1,,
5042,0,,,,-1,,
5043,0,,,,0,,
5044,0,,,,-1,,
5045,0,,,,0,,
5046,1,3,12,5,-1,,
5047,0,,,,-1,,
5048,1,12,12,5,-1,,
5049,1,10,6,5,1,,
5050,1,6,10,8,1,,
5051,1,3,11,5,1,,
5052,1,5,12,8,-1,,
5053,0,,,,-1,,
5054,0,,,,1,,
5055,1,5,11,5,1,,
5056,0,,,,1,,
5057,0,,,8,-1,,
5058,1,5,7,5,1,,
5059,1,3,11,3,-1,,
5060,0,,,,-1,,
5061,1,12,10,8,-1,,
5062,0,,,,1,,
5063,0,,,,1,,
5064,1,8,8,3,-1,,
5065,1,9,12,8,-1,,
5066,1,11,3,8,-1,,
5067,1,9,11,6,1,,
5068,1,12,11,5,1,,
5069,0,,,3,1,,
5070,1,9,10,8,-1,,
5071,0,,,6,1,,
5072,0,,,,1,,
5073,1,11,8,5,-1,,
5074,1,12,12,5,-1,,
5075,0,,,,0,,
5076,0,,,,-1,,
5077,1,9,10,8,-1,,
5078,0,,,,1,,
5079,0,,,,0,,
5080,1,7,12,8,-1,,
5081,1,9,12,8,-1,,
5082,0,,,,1,,
5083,0,,,,0,,
5084,1,10,12,5,-1,,
5085,1,8,12,8,-1,,
5086,1,4,12,8,1,,
5087,0,,,,1,,
5088,1,12,12,5,-1,,
5089,0,,,,1,,
5090,0,,,,1,,
5091,1,10,12,5,-1,,
5092,0,,,,0,,
5093,1,9,10,8,-1,,
5094,0,,,,1,,
5095,1,12,12,5,-1,,
5096,1,12,12,5,-1,,
5097,1,9,10,8,-1,,
5098,1,12,11,5,1,,
5099,0,,,,1,,
5100,1,12,10,8,1,,
5101,1,12,12,8,1,,
5102,0,,,,0,,
5103,1,11,10,8,1,,
5104,1,10,12,2,-1,,
5105,0,,,,-1,,
5106,1,12,6,5,0,,
5107,1,12,5,3,1,,
5108,0,,,8,-1,,
5109,0,,,,0,,
5110,0,,,,1,,
5111,1,11,3,8,-1,,
5112,1,9,12,8,-1,,
5113,1,11,11,5,1,,
5114,0,,,,0,,
5115,0,,,,0,,
5116,0,,,,1,,
5117,0,,,3,1,,
5118,0,,,8,1,,
5119,0,,,6,1,,
5120,1,6,10,5,1,,
5121,0,,,,1,,
5122,1,10,10,1,0,,
5123,1,12,7,5,-1,,
5124,1,13,11,8,1,,
5125,1,12,12,5,-1,,
5126,1,6,12,8,1,,
5127,0,,,8,1,,
5128,1,10,7,7,-1,,
5129,0,,,,1,,
5130,0,,,,1,,
5131,1,12,12,5,0,,
5132,1,12,12,7,-1,,
5133,0,,,3,1,,
